2.000000000000000042e-02,5.049999999999999822e+00
4.000000000000000083e-02,6.849999999999999645e+00
5.999999999999999778e-02,8.150000000000000355e+00
8.000000000000000167e-02,1.005000000000000071e+01
1.000000000000000056e-01,1.169999999999999929e+01
1.199999999999999956e-01,1.355000000000000071e+01
1.400000000000000133e-01,1.625000000000000000e+01
1.600000000000000033e-01,2.014999999999999858e+01
1.799999999999999933e-01,2.289999999999999858e+01
2.000000000000000111e-01,2.825000000000000000e+01
2.200000000000000011e-01,3.529999999999999716e+01
2.399999999999999911e-01,4.045000000000000284e+01
2.600000000000000089e-01,4.925000000000000000e+01
2.800000000000000266e-01,6.195000000000000284e+01
2.999999999999999889e-01,7.325000000000000000e+01
3.200000000000000067e-01,9.104999999999999716e+01
3.400000000000000244e-01,1.127999999999999972e+02
3.599999999999999867e-01,1.600000000000000000e+02
3.800000000000000044e-01,2.390500000000000114e+02
4.000000000000000222e-01,3.533999999999999773e+02
4.199999999999999845e-01,5.152999999999999545e+02
4.400000000000000022e-01,1.009850000000000023e+03
4.600000000000000200e-01,2.175199999999999818e+03
4.799999999999999822e-01,7.182050000000000182e+03
5.000000000000000000e-01,8.501314999999999418e+04
5.200000000000000178e-01,1.929187000000000116e+05
5.400000000000000355e-01,2.144788999999999942e+05
5.600000000000000533e-01,2.253267999999999884e+05
5.799999999999999600e-01,2.319560499999999884e+05
5.999999999999999778e-01,2.368537500000000000e+05
6.199999999999999956e-01,2.402048999999999942e+05
6.400000000000000133e-01,2.426212000000000116e+05
6.600000000000000311e-01,2.445412500000000000e+05
6.800000000000000488e-01,2.459532000000000116e+05
6.999999999999999556e-01,2.470545499999999884e+05
7.199999999999999734e-01,2.478673500000000058e+05
7.399999999999999911e-01,2.484772000000000116e+05
7.600000000000000089e-01,2.489215499999999884e+05
7.800000000000000266e-01,2.492800499999999884e+05
8.000000000000000444e-01,2.495145000000000000e+05
8.199999999999999512e-01,2.496830000000000000e+05
8.399999999999999689e-01,2.498149500000000116e+05
8.599999999999999867e-01,2.498856499999999942e+05
8.800000000000000044e-01,2.499433500000000058e+05
9.000000000000000222e-01,2.499706499999999942e+05
9.200000000000000400e-01,2.499865499999999884e+05
9.399999999999999467e-01,2.499960000000000000e+05
9.599999999999999645e-01,2.499991499999999942e+05
9.799999999999999822e-01,2.499999500000000116e+05
1.000000000000000000e+00,2.500000000000000000e+05
